reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
Lucky us: Curtis Hanson and veteran screenwriter Eric Roth's cleverly constructed script ensures that gambling newbies don't have to know a thing about Texas hold-'em or seven-card stud to enjoy this romantic drama.,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Made a couple of years ago, Curtis Hanson's Oedipally fraught Vegas dud is only now being unceremoniously dumped for what will certainly be a heartbeat of theatrical life.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"A solid, well-made, generally gripping and intelligent movie.",Fresh,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Movies, like poker, can result in some unexpected combinations. Who knew, for example, that the director of L.A. Confidential and the screenwriter of The Insider and Munich, working together, would add up to a losing hand?",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
The film is in no way a disaster: it has enjoyable moments and scenes that sparkle with the verve and professionalism of director Hanson.,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"At 2 hours and 15 minutes, Lucky You does play a bit long. It's probably about two hours longer than it needs to be.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Unfortunately, somebody seems to have had the idea that Lucky You should be a long movie -- that way, we might take it more seriously, perhaps.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Filmgoers expecting a Cincinnati Kid for a new age may be disappointed, for despite its card-game setting, Lucky You is mostly about a guy who we'd like to see win away from the casinos.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Normally appealing actors Eric Bana and Drew Barrymore generate zero sparks as the unlikely couple, whose low-wattage romance apparently bores Hanson as much as it does the viewer, for he devotes far more screen time to poker than their relationship.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Best known for L.A. Confidential and 8 Mile, Hanson is an accomplished filmmaker. But you wouldn't know it from this unfocused movie that shows us cardsharps of an unusually dull variety.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The movie feels wrong from the get-go, as director Curtis Hanson fumbles to get a fix on Bana's character, a chronic problem in Lucky You, and a big one, as the movie is a character study.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
The whole house of cards collapses into an agreeable sort of predictability.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"If anyone could take a movie about a bunch of jerks who play poker and make it interesting, it should be Curtis Hanson. Or rather, it should have been.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"It's a weak hand from the filmmaker; not a colossal failure, just a dreary mediocrity.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Even though Lucky You is sometimes dull and generally thin, there is something winning about the movie's genial lack of ambition.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Staying home and playing solitaire would be two levels more interesting than watching this movie, which is directed, or rather embalmed, by L.A. Confidential man Curtis Hanson.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Lucky You is in the mold of The Hustler and The Cincinnati Kid. But while there is conflict, there is no tension, and while there is plenty of gamesmanship, there is no suspense.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"It's when the movie veers away from the green felt that Lucky You slows interminably, and you're left wishing that the characters would just shuffle up and deal.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"[Curtis] Hanson has had a string of fine films, including Wonder Boys, L.A. Confidential and 8 Mile, but Lucky You feels as if it could have been made by anyone.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Another boring poker movie, enlivened by Robert Duvall but not by an unconvincing love story.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"You can bet on a happy ending in Lucky You, a mildly entertaining spin through the world of professional card players in Vegas.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"In the end, Lucky You lays out poker as a sterile corporate undertaking. For lovers of the game and lovers of the cinema, it's far from a safe bet.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"From the opening scene, the movie is flatter than week-old beer.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Should you ante up? Nah, save your chips for a more exciting game.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
The deal was wrong right from the beginning on Lucky You.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"While Lucky You may not stand in the august company of Hanson movies like L.A. Confidential, 8 Mile and the unfairly overlooked In Her Shoes, it is a lot more entertaining than its well-played premise might initially seem.",Fresh,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"If anything, there's too much focus here on the games and not enough on the central romance and characters, which undercuts both.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"We get lots of high-stakes poker and too much pulseless drama in Lucky You, the latest movie to wander through the casinos of Las Vegas.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Lucky You lingers at the poker tables, then races through the romance.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Lucky You is a curiously ordinary and uninvolving tale from the filmmaker behind such insightful character pieces as Wonder Boys and L.A. Confidential.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"A solid piece of mainstream storytelling that works as a character study and a love story, even if you don't know a gut-shot straight draw from a nut flush.",Fresh,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Like The Hustler, this absorbing Las Vegas story about a professional poker player (Eric Bana) uses gambling to tell a tale of moral regeneration.",Fresh,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Lucky You is long, utterly predictable and always bland.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Lucky You is drowsy and unsure of itself, bad news if you're a poker player or a movie.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
A mixed-up romantic sports comedy of sorts set in the Vegas poker world.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"When a deck of cards trumps plot and character development, the film is bound to fold.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Lucky You is like the old joke about the classified ad: 'LOST DOG. Three legs. Blind in one eye. Missing half his tail. Recently neutered. Answers to Lucky'.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
This movie has so little to it that you begin to understand why they packed it with so much poker: They had to put something on the screen. But even die-hard Hold'em fans will leave wishing for more.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The film forced me to wring my hands in frustration, moments of pure cinematic pleasure contrasted with sequences so unbearable I almost don't know what to say.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
This is a thoroughly enjoyable film that I hated to see end.,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"As for movie fans, if a poker tournament strikes you as a really uncinematic setting for a drama and you can't imagine what the filmmakers can do to make it a little more watchable...well, alas, they don't have too many ideas on that score, either.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Bana makes it work, combining an intensity bordering on obsession with an engaging charm.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"You gotta know when to hold 'em and know when to fold 'em -- in this movie, the wise viewer will toss in his cards as soon as Robert Downey Jr.'s scene is over.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Poker is still waiting for its defining moment in the cinematic spotlight.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Rather tepid going...the title obviously doesn't refer to the viewer.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Unfortunately, the chemistry between Eric Bana and Drew Barrymore seems suprisingly bland in 'Lucky You.'",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"With undue emphasis placed on the cards instead of the characters, Lucky You is holding a losing hand by the time it reaches the river.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Duvall does wonders with his underwritten supporting part, bringing wit to the gaming table.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The best thing about the film is a sweet, slightly damaged performance by Drew Barrymore.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
It's just like standing around in Vegas watching other people play Texas Hold 'Em.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Hanson and co-writer Eric Roth's screenplay is terribly dull and ambling, and doesn't have enough energy to sustain itself even as a sub-cultural curio.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"It's a small film, but a rewarding one.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Most of Lucky You, starting with the title, is ordinary or outright awful. Moviemakers, it seems, cannot bluff their way to success.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
The Bellagio's fountains give a more expressive performance than Bana.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"If we don't care about the characters or what they're playing for, then we've no reason to root for them.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Bana is unable to find any signs of life in his character, Barrymore hasn't looked this adrift in years, and even Duvall is reduced to grimacing like Snidely Whiplash.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"I'm exhausted that Hanson, a director I genuinely like and admire, has made it his mission to produce films that are career-autobiographical in that way.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
It's mostly entertaining ... but it's a little long... and is far from Hanson's best film.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"The romance between Huck and Billie isn't credible ... Far better are the scenes between Huck and L.C., and Hanson and Roth make sure to surround this pair with a wide array of interesting characters.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Meandering and endearing, Curtis Hanson's loosey-goosey Las Vegas reworking of Sam Peckinpah's Junior Bonner deserved a better deal.",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"It's a ponderous, anemic bore about how to play poker that exploits the trendy gambling fever that is all the rage on the Internet and cable TV, but doesn't have enough energy to keep the most catatonic tournament-poker addict awake.",Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
They should have opened it opposite the upcoming Pirates of the Caribbean: At World's End. That way maybe no one would have seen it.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"...a mildly diverting throwback to star vehicles of the 1930s (it's easy to picture the three leads played by Clark Gable, Jean Harlow and Lionel Barrymore).",Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
Feels like Showgirls without the tits or dancing.,Rotten,True,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"In between hands, [Bana] speaks in inspirational poker platitudes that would make a fortune-cookie distributor blush.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
In spite of being pitted against Spider-Man--and after sitting for the past two years on Warner Brothers' shelf (never a good sign--the film isn't the disaster some might expect it to be.,Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
...generally has the feel and tone of a low-key character study...,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"An empty shell of a film, devoid of heart and soul, leaving us to wonder how in the world this movie ever got released.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
An intelligent and confidently pokey throwback to the nonconformist-validating character dramas of the 1970s...,Fresh,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
"Hanson's usually sharp dialogue is rather blunted here, and the world of the film seems emotionless and remote.",Rotten,False,m/lucky_you,Lucky You,"Huck Cheever (Eric Bana) is a talented poker player who must balance an intense love affair with the feats he must accomplish to win a slot in the world championship game in Las Vegas. If he makes it to the table, there is a chance he may have to compete against his father (Robert Duvall), a poker legend who abandoned Huck's mother years ago.",Drama,Warner Bros. Pictures
